,Unnamed: 0,Id,PublishDate,Domaine,OfferTitle,ContractType,IsFulltime,Telework,DisplayedSalary,Description,Profile,CompanyName,CompanyLogo,Localisation,UrlOffre
62,62,60732040,2025-01-18 00:00:00,informatique,Data Engineer H/F,CDI,True,NC,40 000 - 45 000 € / an,"Synergie Recrute pour Synergie

Synergie : Mettons nos énergies en commun
Avec 50 ans d'expertise, Synergie est le premier Groupe français indépendant dédié aux services en Ressources Humaines. Fort d'une présence dans 17 pays avec 850 agences d'emploi et 5 000 collaborateurs, nous vous accompagnons dans votre carrière professionnelle : recrutement CDD-CDI, intérim, formation et conseil RH. Depuis notre origine, nous nous différencions par nos valeurs, notre sens de l'engagement et notre capacité à apporter des solutions concrètes aux clients, candidats et intérimaires.

Votre quotidien en tant qu'Ingénieur BI F/H...
Rattaché(e) au Responsable de pôle BI au sein du département Data de la DSI, vous rejoindrez une équipe BI composée de 5 personnes. Vous travaillerez en étroite collaboration avec les équipes du département Data, les autres équipes de la DSI et les équipes métiers.

Après une période d'intégration et de formation à nos méthodes et outils, vous serez amené(e) à :
Développer, concevoir et assurer la maintenance en conditions opérationnelles du socle BI existant.
Participer activement à la construction de la nouvelle plateforme Modern Cloud Data Platform.
Animer des ateliers techniques avec le Lead Tech et les développeurs ainsi que des ateliers fonctionnels avec les utilisateurs finaux pour le recueil des besoins et l'étude des impacts.
Contribuer à la modélisation de l'architecture des données en fonction des besoins métiers.
Rédiger l'ensemble de la documentation nécessaire sur votre périmètre d'activité.
Partager vos connaissances et compétences avec l'équipe.
Participer à la veille technologique sur le périmètre décisionnel.","De formation Bac +5 en informatique, Data ou décisionnel, débutant ou expérimenté.
- Vous maîtrisez les principes des solutions BI et des différentes briques d'une Modern Cloud Data Platform
- Vous avez une forte appétence technique sur le domaine BI (ETL : Talend, ELT : Matillion, Snowflake, Azure Data Lake Storage, SAP Busines Objects, Power BI, SQL)
- Vous pouvez échanger avec différents niveaux d'interlocuteurs
- Vous appréciez le travail en équipe et vous avez le sens du service
Capacités d'analyse et de synthèse, rigueur et autonomie sont les qualités requises pour réussir à ce poste.
Des connaissances autour de la gouvernance des données, MDM, ESB et API seraient un PL",Synergie,https://f.hellowork.com/img/entreprises/11944.png,Orvault - 44,/fr-fr/emplois/60732040.html
65,65,59657923,2025-01-18 00:00:00,informatique,Data Engineer H/F,CDI,True,NC,36 000 - 40 000 € / an,"Directement intégré dans l'équipe Data de notre client, vous intervenez en tant qu'ingénieur Data pour compléter un entrepôt de données.

Vos missions :
- Concevoir et optimiser les flux de données en ELT.
- Transformer et modéliser les données pour les rendre exploitables par les équipes métiers (Actuaires).
- Assurer la documentation et le suivi des processus développés.","- Vous êtes titulaire d'in Bac +4/5 en informatique et justifiez d'une expérience de 2 ans minimum (hors alternance et stage)
- Vous avez un bonne maîtrise de SQL, d'un ETL/ELT (Semarchy, Talend, ODI, etc.) et Git (ou autre outils de versioning)
- Vous avez une bonne compréhension des concepts et implications des bases de données distribuées
- Vous avez une expérience en modélisation de données relationnelles
- Vous avez un bon rédactionnel (reporting, documentation, transmission d'infos techniques, etc.)
- Vous êtes un bon communicant notamment avec la maîtrise d'ouvrage
- Localisation : Dijon

Télétravail : 1 jour par semaine (après une période de montée en autonomie de plusieurs semaines)",Utigroup,https://f.hellowork.com/img/entreprises/87424.png,Dijon - 21,/fr-fr/emplois/59657923.html
80,80,60658596,2025-01-16 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,NC,"Au-delà de la RSE, nous avons développé notre propre approche, RESET, qui englobe l'ensemble de nos engagements en matière de responsabilité économique, sociale, environnementale et technologique, tant au sein de notre collectif que chez nos clients.

Onepoint, est une entreprise inclusive, handi accueillante, avec une politique de diversité affirmée et certifiée B Corp.

Votre futur collectif :
- Rejoignez un collectif en plein développement sur la région Grand Est, avec une dimension fortement entrepreneuriale.
- Evoluez dans nos espaces de vie en plein coeur de Strasbourg
- Participez à nos différents temps forts entre conférences, Lunch & Learn, Team meetings mensuels, échanges informels, lives avec notre fondateur David Layani...

Un data engineer est en charge de concevoir, de construire et de déployer des pipelines de traitement de données. Curieux, il est à l'aise avec du batch et du temps réel, sur de l'on premise et sur du cloud, sur des datalakes ou des data warehouses modernes. Ses traitements sont robustes, sécurisés, et performants, et il n'hésite pas à les factoriser et à les automatiser.

Vos nouveaux challenges pour ce poste :
- Étudier les systèmes sources ;
- Choisir et implémenter les solutions de stockage et les modèles de données adéquats ;
- Extraire et charger les données des systèmes sources ;
- Uniformiser, structurer et transformer les données ;
- Exposer ces données (API, Web services...) ;
- Planifier et orchestrer ces traitements ;
- Industrialiser selon les pratiques CI/CD ;
- Mettre en place des solutions de monitoring ;
- Documenter le code ;
- Expérimenter, évaluer, faire de la veille technologique.

Votre profil et les expertises que vous souhaitez développer.

Vous maitrisez une ou plusieurs des solutions suivantes :
- Les langages SQL, Python, Scala, Java...
- L'écosystème Hadoop (Spark, HDFS, Hive, HBase...)
- Les services Data de GCP, Azure et AWS : Azure Data Factory, Azure Synapse Analytics, Dataflow, BigQuery, Glue, Redshift...
- Les data platforms Cloudera, Databricks, Snowflake, Confluent, Dremio...
- Les ETL Informatica (PowerCenter, iPaas), Talend Data Fabric et NiFi
- Les bases de données ElasticSearch (et la suite ELK), Cassandra, MongoDB, Neo4J...
- Les outils d'Ops : github/gitlab, Jenkins, CircleCI...

De plus :
- Vous avez une ou plusieurs certifications en cours de validité sur l'une des technologies citées ci-dessus ;
- Vous disposez d'un très bon relationnel, d'un bon sens de l'écoute et d'empathie ;
- Vous faites preuve d'initiative, vous êtes naturellement force de proposition, vous avez envie de partager vos connaissances et savoir-faire et d'apprendre de vos pairs.

Onepoint en quelques mots

Créée en 2002 par David Layani, Onepoint est devenu en un peu plus de 20 ans l'un des acteurs majeurs du conseil et de la tech, notre collectif compte aujourd'hui plus de 3500 talents en France (Aix-en-Provence, Bordeaux, Lyon, Nantes, Paris, Rennes, Strasbourg et Toulouse) et dans le monde (Australie, Belgique, Canada, Malaisie, Maroc et Singapour). Notre chiffre d'affaires a été multiplié par dix en 10 ans, atteignant plus de 500 millions d'Euros, et ambitionne le milliard d'Euros d'ici 4 ans.

Notre promesse

Un parcours sur mesure pour tous nos talents

Pour accompagner l'évolution de tous nos talents, nous proposons deux axes d'évolution complémentaires leur permettant de s'épanouir et de bénéficier des mêmes avantages : le business management et l'expertise.

L'école Onepoint pour développer vos expertises

Avec plus de 200 formations à son catalogue, notre école permet à nos talents de se former tout au long de leur vie professionnelle, en articulant travail et apprentissage.

Nos lieux de vie

Nos espaces de travail sont situés au coeur des territoires, au plus près de de nos talents de concilier projet de vie et projet professionnel.

Et bien plus encore...

Notre ecosystème permet de pratiquer de nombreuses activités loisirs et sportives (musique, photo, e-sport, yoga...) avec un cadre de travail flexible grâce à une charte de  télétravail, et de prendre soin de tous (cabinet médical en libre accès, groupes de travail dédiés aux enjeux « égalité et pluralité »...).

Notre processus de recrutement
- 1er échange avec Alban RIOU : échange sur vos souhaits et motivations, et présentation de l'entreprise (durée : 30 minutes, appel téléphonique ou Teams)
- 2ème échange avec un ou une consultant/leader : questions techniques et descriptif de nos projets (durée : 1 heure, Teams ou présentiel)
- 3ème échange avec un partner : projection sur votre rôle au sein de Onepoint (durée : 1 heure, Teams ou présentiel)

Comme des images valent mieux que mille mots, découvrez notre ADN à travers cette vidéo : Nous sommes Onepoint",,Onepoint,https://f.hellowork.com/img/entreprises/7693.png,Strasbourg - 67,/fr-fr/emplois/60658596.html
81,81,60655842,2025-01-16 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,NC,"Data Engineer F/H

Description de poste
Big Data, Data Science, Data analyse, Data architecture... Ça n'a pas de secret pour vous ?

Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients.

Si vous souhaitez intégrer nos équipes à Niort et accompagner les plus grands acteurs du secteur des Assurances, cette annonce est susceptible de vous intéresser.

En tant que Data Engineer, vous serez responsable de la conception, du développement, de la gestion et de l'intégration des systèmes basés sur les technologies AWS, Terraform, OpenShift, Kafka et Hadoop. Ce rôle implique la mise en place d'architectures évolutives et hautement disponibles pour répondre aux besoins de traitement et de stockage de données de l'entreprise.

Fonctions et responsabilités
Vos responsabilités seront les suivantes :
- Maintenir et développer des solutions basées sur les services AWS pour le stockage, le traitement et l'analyse de données
- Utiliser les services AWS appropriés tels que Amazon EC2, S3, RDS, Lambda, etc., pour répondre aux exigences du projet.
- Créer et maintenir les configurations Terraform pour la gestion de l'infrastructure en tant que code (IaC) sur AWS
- Participer à la maintenance et à la mise en place d'environnements OpenShift pour l'hébergement d'applications et de services
- Gérer et administrer les clusters Kafka pour garantir la disponibilité, la performance et la sécurité du système de messagerie
Participer à l'assistance utilisateurs sur les briques de la plateforme Hadoop Cloudera Data
- Travailler avec les projets et les DEVOPS pour assurer un traitement efficace des données

En rejoignant CGI, vous bénéficiez notamment d'une offre complète de formations (techniques, métiers, développement personnel...), de flexibilité grâce à notre accord télétravail (jusqu'à 3 jours de télétravail par semaine), d'une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade...) et d'un package d'avantages intéressant (régime d'achats d'actions, participation, CSE...).

Qualités requises pour réussir dans ce rôle
Ayant une première expérience en tant que Data Engineer, vous avez une première expérience relative aux points suivants :
- Développement et intégration sur les technologies AWS, Terraform, OpenShift, Kafka et Hadoop
- Connaissance avancée de l'administration Kafka, y compris la configuration, la gestion et la résolution des problèmes
- Mise en oeuvre de l'infrastructure en tant que code à l'aide de Terraform
- Bonne compréhension des bonnes pratiques de sécurité pour les systèmes cloud, les clusters Kafka et les plateformes Hadoop

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

Ensemble, en tant que propriétaires, mettons notre savoir-faire à l'oeuvre.

La vie chez CGI est ancrée dans l'actionnariat, le travail d'équipe, le respect et un sentiment d'appartenance. Chez nous, vous pourrez exploiter votre plein potentiel parce que...

Nous vous invitons à devenir propriétaire dès le jour 1 alors que nous travaillons ensemble à faire de notre rêve une réalité. C'est pourquoi nous nous désignons comme associés de CGI, plutôt que comme employés. Nous tirons profit des retombées de notre succès collectif et contribuons activement à l'orientation et à la stratégie de notre entreprise.

Votre travail crée de la valeur. Vous élaborerez des solutions novatrices et développerez des relations durables avec vos collègues et clients, tout en ayant accès à des capacités mondiales pour concrétiser vos idées, saisir de nouvelles opportunités, et bénéficier d'une expertise sectorielle et technologique de pointe.

Vous ferez évoluer votre carrière en vous joignant à une entreprise bâtie pour croître et durer. Vous serez soutenus par des leaders qui ont votre santé et bien-être à coeur et qui vous permettront de saisir des occasions afin de parfaire vos compétences et élargir les horizons.

Joignez-vous à nous, l'une des plus importantes entreprises de conseil en technologie de l'information (TI) et en management au monde.",,CGI,https://f.hellowork.com/img/entreprises/20409.gif,Niort - 79,/fr-fr/emplois/60655842.html
85,85,60707464,2025-01-17 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,42 000 - 48 000 € / an,"Contexte du poste

Nous recherchons un Data Engineer expérimenté pour rejoindre une organisation en pleine transformation, où les équipes passeront en mode Squad. Chaque Squad sera dédiée à un pilier stratégique et composée de 2 Data Engineers, 1 Product Owner/Project Manager et 1 Data Scientist.

Vous interviendrez sur des projets innovants liés à la modélisation, la transformation et la structuration des données, dans un environnement agile et collaboratif, avec un usage quotidien de l'anglais.

Vos missions principales :
- Concevoir, modéliser et structurer les données pour répondre aux besoins métier.
- Mettre en place et maintenir des pipelines de données robustes, en assurant leur qualité et leur fiabilité.
- Créer et optimiser des data sets prêts à l'emploi pour les équipes métier et scientifiques.
- Garantir la transformation et la qualité des données tout au long de leur cycle de vie.
- Implémenter et gérer les outils et processus CI/CD pour les workflows liés à la donnée.
- Travailler dans des environnements conteneurisés avec Docker et Kubernetes.
- Collaborer au sein d'équipes cross-fonctionnelles, en mode Agile/Squad.","Pour réussir dans ce rôle, vous devez disposer des compétences et qualités suivantes :
- Expérience professionnelle : 4 à 5 ans d'expérience en tant que Data Engineer, avec une expertise DEVOPS (CI/CD, automatisation).

Compétences techniques :
- Amazon AWS.
- Modélisation et structuration des données.
- Transformation et pipelines de données.
- Outils DEVOPS : CI/CD, Docker, Kubernetes.

Soft skills :
- Autonomie et capacité à apprendre rapidement.
- Curiosité et capacité à proposer des solutions innovantes.
- Bon esprit d'analyse et rigueur dans la gestion des données.

Langues : Anglais obligatoire (discussions régulières en anglais).",W Recruiter,https://f.hellowork.com/img/entreprises/166807.png,Lille - 59,/fr-fr/emplois/60707464.html
89,89,60616673,2025-01-15 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,40 000 - 50 000 € / an,"Activus Group recherche un Data Engineer Expérimenté

Missions confiées :
- Comprendre les problématiques des métiers et les traduire en solutions basées sur l'IA et le Machine Learning.
- Intégrer une équipe dédiée aux sujets d'IA et de Machine Learning.
- Utiliser des technologies telles que OpenCV, Scikit-Image, PIL/Pillow, ainsi que des frameworks et bibliothèques de deep learning comme Keras, PyTorch et TensorFlow.","- Plus de 5 années d'expérience en tant que Data Engineer.
- Première expérience dans les projets d'IA.
- Compétences en OpenCV, Scikit-Image, PIL/Pillow, Keras, PyTorch et TensorFlow.
- Maîtrise de l'anglais obligatoire.
- Capacité à travailler en équipe et à comprendre les besoins métiers.",Activus Group,https://f.hellowork.com/img/entreprises/81083.gif,Lyon - 69,/fr-fr/emplois/60616673.html
90,90,60655506,2025-01-16 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,NC,"Fonctions et responsabilités
En rejoignant nos équipes de Data Engineer. Vous pouvez être amené à intervenir sur tout ou partie de ces missions :
- Modélisation des Data Concepts d'un DataLake
- Développement et maintenance des traitements d'intégration et de transformation de données
- Intégration des développements dans la chaine CI/CD
- Documentation technique et fonctionnelle
- Rédaction de plan de tests
- Réalisation de tests unitaires/qualifications

Au sein de la communauté Data, vous serez accompagné et vous pourrez échanger avec des collègues expérimentés et experts vous permettant de vous développer, de grandir et d'accomplir pleinement vos missions de conseil.
L'accompagnement managérial, la communauté Data et de nombreux événements tout au long de l'année nous permettront de vous aider à atteindre vos objectifs dans un esprit de convivialité.

En rejoignant CGI, vous bénéficiez notamment d'une offre complète de formations (techniques, métiers, développement personnel...), de flexibilité grâce à notre accord télétravail (jusqu'à 3 jours de télétravail par semaine), d'une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade...) et d'un package d'avantages intéressant (régime d'achats d'actions, participation, CSE...).

Qualités requises pour réussir dans ce rôle
Vous avez une formation Bac +3/5 en informatique, au minimum 2 ans d'expérience dans le domaine de la Data.

Vous maitrisez :
- Data Visualisation : Power BI, MicroStrategy, Tableau, Cognos...
- Langages : SQL, Python, DAX, R...
- Applications Cloud : Azure, Snowflake, Databricks, AWS...
- Bases de données : Oracle, PostgreSQL, MySQL, Mongo db, Sybase...
- ETL : Datastage, Talend, Informatica (PowerCenter)...

Vous avez/ Vous êtes :
- Passionné du monde de la data
- Curieux et appréciez le travail en équipe
- A l'aise à l'écrit et à l'oral en anglais

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

Ensemble, en tant que propriétaires, mettons notre savoir-faire à l'oeuvre.

La vie chez CGI est ancrée dans l'actionnariat, le travail d'équipe, le respect et un sentiment d'appartenance. Chez nous, vous pourrez exploiter votre plein potentiel parce que...

Nous vous invitons à devenir propriétaire dès le jour 1 alors que nous travaillons ensemble à faire de notre rêve une réalité. C'est pourquoi nous nous désignons comme associés de CGI, plutôt que comme employés. Nous tirons profit des retombées de notre succès collectif et contribuons activement à l'orientation et à la stratégie de notre entreprise.

Votre travail crée de la valeur. Vous élaborerez des solutions novatrices et développerez des relations durables avec vos collègues et clients, tout en ayant accès à des capacités mondiales pour concrétiser vos idées, saisir de nouvelles opportunités, et bénéficier d'une expertise sectorielle et technologique de pointe.

Vous ferez évoluer votre carrière en vous joignant à une entreprise bâtie pour croître et durer. Vous serez soutenus par des leaders qui ont votre santé et bien-être à coeur et qui vous permettront de saisir des occasions afin de parfaire vos compétences et élargir les horizons.

Joignez-vous à nous, l'une des plus importantes entreprises de conseil en technologie de l'information (TI) et en management au monde.",,CGI,https://f.hellowork.com/img/entreprises/20409.gif,Clermont-Ferrand - 63,/fr-fr/emplois/60655506.html
94,94,60639580,2025-01-16 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,NC,"Envie de rejoindre notre communauté DATA ?

Notre spécialité est de construire des data platform dans le Cloud public avec les meilleurs technos du moment : Snowflake, Databricks, Matillion, DBT.

Membre de la Practice Data, le/la futur(e) Data Engineer sera intégré(e) à nos équipes de conseil et sera suivi(e) par un(e) mentor qui l'aidera à monter en compétences.

Votre champs d'expertise :

Intervenir sur les data platforms de nos clients pour développer de nouveaux pipelines de données (ingestion, traitement, exposition).

Travailler en collaboration avec les métiers et les data scientists pour leur fournir un support à l'industrialisation de leurs travaux (tests, intégration continue, scalabilité des modèles, craftsmanship etc.)

Déployer des infrastructures cloud full infra-as-code (Terraform, CloudFormation).

Participer aux événements internes à la communauté data (BBL, webinar, datapéro interne, meetup, blog, dojos) et externes (Salon du Big Data, GCP Summit, Spark Summit, AWS Summit, Devoxx, workshop partenaire, meetups).

Capitaliser sur les missions et les différents événements de la communauté au travers d'articles de blogs, REX, BBL interne.","Titulaire d'un Bac +5, 3 ans d'expériences minimum sur le poste de data ingénieur 
 
Notre éco-système technique :
- Un framework de calcul distribué tel que Spark, Storm, Flink.
- Un ou plusieurs langages de programmation (Python, Scala, Java...)
- Différents systèmes de stockage de données (SQL ou NoSQL) et bien sûr le langage SQL.
- La connaissance de Snowflake est bienvenue ;-)
- Un framework de streaming de données tel que Kafka ou Amazon Kinesis.
- Une expérience sur les technologies Cloud : AWS, GCP, Azure
- Le delivery et les projets en production faisant partie de notre ADN, vous êtes capable de livrer du code de qualité dans des environnements agiles.",Ippon Technologies,https://f.hellowork.com/img/entreprises/81027.png,Lille - 59,/fr-fr/emplois/60639580.html
97,99,60662771,2025-01-16 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail partiel,50 000 - 65 000 € / an,"Profil

Ingénieur Data (F/H)

Au sein d'une équipe collaborative et dynamique, vous jouerez un rôle clé dans le développement et l'évolution des infrastructures de données. Vos principales missions seront : 
- Contribuer à la mise en place d'entrepôts de données et définir les stratégies d'extraction et de récupération des données.
- Collaborer avec des analystes fonctionnels, développeurs et architectes pour concevoir des solutions adaptées.
- Développer et assurer la maintenance des infrastructures de données afin de répondre aux besoins actuels et futurs.

Nous recherchons un(e) professionnel(le) ayant au moins 4 ans d'expérience en ingénierie des données, maîtrisant les technologies suivantes :
- Indispensables : Services AWS pour l'intégration de données, Big Data, SQL, Spark, Python, méthodologie Agile/Scrum.  
Une certification AWS est requise.
- Atouts supplémentaires : Expérience avec Informatica et Power BI.

Soft skills attendues : 
- Excellentes capacités de communication et aptitude à travailler en équipe.
- Une culture centrée sur la donnée.
- Anglais courant (niveau B2 minimum).

Informations contractuelles

Ce que ce poste offre : 
- Une rémunération attractive 50 - 65K (fixe + variable) et en fonction du profil.
- Télétravail possible à hauteur de 2 à 3 jours par semaine.
- Participation à des projets innovants et ambitieux.
- Un environnement international avec des opportunités de formation, d'acquisition de certification pro et de développement professionnel.

Déroulement des entretiens

Si votre candidature est sélectionnée, voici le process en 3 étapes :
- Une rencontre avec le Good Recruiter en charge de cette belle opportunité pour creuser votre parcours, vos expériences et votre expertise et vous présenter plus en détail notre client et la mission.
- Un entretien avec l'opérationnel qui cherche son futur collaborateur.
- Un entretien avec les Ressources Humaines/Recrutement de notre client.",,GOOD RECRUITER,https://f.hellowork.com/img/entreprises/147329.png,La Défense - 92,/fr-fr/emplois/60662771.html
104,106,60670191,2025-01-16 00:00:00,informatique,Data Engineer H/F,Intérim,True,NC,NC,"Votre mission

Akkodis Talent est la marque du Groupe Adecco spécialisée dans le recrutement (intérim - CDD - CDI) de profils IT, Ingénierie et Scientifique. 
 
Nous recrutons pour une mission d'intérim un Data Engineer pour SAFRAN 

Descriptif de la mission : 
Création/mise à jour/automatisation des indicateurs de la supply chain IC. 
Suite séminaire SCH => KPIs existants identifiés et revus afin de définir les ceux jugés comme indispensables de la SCH. 
Cette mission aura pour but de réunir dans un seul outil l'ensemble de ces KPIs / de simplifier et consolider la structure (power BI) afin d'en faciliter la maintenance.

Votre profil

Profil : 
Data Engineer 
Compétences spécifiques  
Connaissances supply, outils type PowerBi et langage VBA pour rationaliser/mettre à jour de façon automatique les indicateurs supply chain. 
 
Lieu : EVRY (91) 
Si vous correspondez au profil recherché et intéressé par cette offre d'emploi, postulez en ligne.

A propos de nous

Akkodis, est un acteur mondial de l'ingénierie et de l'IT et un leader dans la smart industrie.  Nous accompagnons nos clients dans leurs projets de transformation digitale via 4 lignes de service : Consulting, Solutions, Talent et Academy. Akkodis est un partenaire technologique de confiance pour ses clients à l'échelle internationale. Nous co-créons et nous imaginons des solutions de pointe pour répondre aux défis majeurs de notre société, qu'il s'agisse d'accélérer la transition énergétique et de développer la mobilité verte, ou encore de construire des approches centrées sur les utilisateurs. 
Dotés d'une forte culture de l'inclusion et de la diversité, nos 50 000 experts en IT et en ingénierie, présents dans 30 pays, allient les meilleures compétences technologiques à une connaissance transverse de toutes les industries pour façonner un futur plus durable. Nous sommes passionnés par l'idée d'inventer ensemble un avenir meilleur. 
Akkodis Talent est la ligne de service d'Akkodis en France qui combine tout le savoir-faire en termes de recrutement du groupe Adecco avec l'expertise technologique d'Akkodis. Les équipes d'Akkodis Talent répondent aux enjeux RH de leurs clients en les accompagnant sur leurs projets de recrutement temporaire via l'intérim ou CDD, ou permanents via des recrutements en CDI. 
Akkodis Talent est une marque du groupe Adecco",,Akkodis Talent,https://f.hellowork.com/img/entreprises/95355.png,Évry-Courcouronnes - 91,/fr-fr/emplois/60670191.html
105,107,60617006,2025-01-15 00:00:00,informatique,Data Engineer H/F,CDI,True,Télétravail occasionnel,NC,"Le domaine de la Big Data vous passionne ? Alors rejoins notre équipe lilloise sur un poste de Data Engineer. A cette occasion, tu interviendras sur les missions suivantes pour l'un de nos clients issus du secteur du Retail :
- Concevoir et mettre en oeuvre des plateformes de données modernes
- Industrialiser et optimiser des solutions techniques
- Développer et maintenir des pipelines de données efficaces, du sourcing à la visualisation
- Assurer la qualité et la sécurité des données tout au long de leur cycle de vie
- Collaborer avec les équipes métier pour comprendre les besoins et fournir des solutions data adaptées
- Évaluer et recommander des technologies émergentes pour améliorer les capacités de la plateforme data","Tes compétences :
- Langage : Python, SQL
- BDD : SQL, MongoDB, CoucheBase, ElasticSearch, BigQuery
- Data Warehousing : Snowflake ou DataBricks
- Cloud : GCP, AWS et Azure
- OPS : Ansible, Git, Jenkins, Docker, Kubernetes ou encore Azure DEVOPS

Qui es-tu ?

Passionné(e) par le contact humain et le service client

Aime partager ses compétences

Sens de l'entraide et de la collaboration

Empathique et dévoué(e)

Prêt(e) à créer des liens authentiques

Si vous êtes animé.e par l'envie d'avoir un impact positif, accompagner nos clients au quotidien et que vous aimez travailler dans un environnement techniquement stimulant, vous êtes au bon endroit !",WeVii,https://f.hellowork.com/img/entreprises/101090.png,Lille - 59,/fr-fr/emplois/60617006.html
106,108,55837201,2025-01-15 00:00:00,informatique,Data Engineer H/F,CDI,True,NC,NC,"Dans la continuité de la croissance de notre agence Nantaise, nous sommes en recherche d'un ou d'une Data Engineer senior.

En tant que Data Engineer, vous serez responsable de concevoir, mettre en oeuvre et optimiser des solutions data innovantes pour répondre aux besoins de nos clients. Vous travaillerez en étroite collaboration avec les équipes techniques et les clients pour garantir le succès des projets data.

Vos missions :
-  Concevoir et mettre en oeuvre des plateformes de données modernes
-  Industrialiser et optimiser des solutions techniques
-  Développer et maintenir des pipelines de données efficaces, du sourcing à la visualisation
-  Assurer la qualité et la sécurité des données tout au long de leur cycle de vie
-  Collaborer avec les équipes métier pour comprendre les besoins et fournir des solutions data adaptées
-  Évaluer et recommander des technologies émergentes pour améliorer les capacités de la plateforme data

Dans l'environnement technique suivant (cette liste n'est pas exhaustive et surtout, elle indique les technos qui nous intéressent !) :
-  Langage : Python, SQL
-  BDD : Relationnelles et non relationnelles, SQL, Mongodb, CoucheBase, ElasticSearch, BigQuery...
-  Data Warehousing : Snowflake ou DataBricks
-  Cloud : GCP Big Query, AWS Glue, et Azure Data Factory
-  OPS : Ansible, Git, Jenkins, Docker, Kubernetes ou encore Azure DEVOPS

Nous sommes :
-  Basé sur l'île de Nantes, Boulevard Vincent Gâche
-  Une équipe de 105 personnes (dont 40 personnes dans l'équipe Data)
-  Dans des locaux refaits à neuf
-  Adeptes du télétravail (jusqu'à 3 jours/semaine)

Nos avantages, en plus des tickets restaurants et de l'abonnement Naolib à 50% :
-  Une mutuelle prise en charge à 80%
-  Un actionnariat salarié
-  Une prime vacances
-  Une large offre de formations (catalogue de + de 1 500 formations)
-  Un retour de congé maternité possible à 4/5ème sans perte de salaire pendant 6 mois","Ce poste est fait pour vous si :
-  Vous êtes disposez d'une expérience minimale de 4 ans dans le domaine Data
-  Vous êtes titulaire d'un diplôme type Bac +5
-  Vous souhaitez être impliqué(e) dans vos choix de missions, de carrière et dans la vie de l'entreprise
-  Vous souhaitez travailler avec un manager qui est lui aussi consultant, à l'écoute pour vous accompagner et vous conseiller
-  Vous cherchez une équipe où vous pourrez si vous le souhaitez, vous investir dans la stratégie commerciale afin de proposer des offres qui vous ressemblent",Talan,https://f.hellowork.com/img/entreprises/78008.png,Nantes - 44,/fr-fr/emplois/55837201.html
